REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,S1D2,RNWSPVNPLXX,1,2064,0.030491953
GLOBAL,S1D2,RNWSPVNPLXX,1,2065,0.031483694
GLOBAL,S1D2,RNWSPVNPLXX,1,2066,0.032569046
GLOBAL,S1D2,RNWSPVNPLXX,1,2067,0.033654397
GLOBAL,S1D2,RNWSPVNPLXX,1,2068,0.034739749
GLOBAL,S1D2,RNWSPVNPLXX,1,2069,0.035825168
GLOBAL,S1D2,RNWSPVNPLXX,1,2070,0.036910519
GLOBAL,S2D1,RNWSPVNPLXX,1,2020,2.7432811
GLOBAL,S2D1,RNWSPVNPLXX,1,2021,3.1051797
GLOBAL,S2D1,RNWSPVNPLXX,1,2022,3.4670783
GLOBAL,S2D1,RNWSPVNPLXX,1,2023,3.8289769
GLOBAL,S2D1,RNWSPVNPLXX,1,2024,4.1908755
GLOBAL,S2D1,RNWSPVNPLXX,1,2025,4.5527741
GLOBAL,S2D1,RNWSPVNPLXX,1,2026,5.1045983
GLOBAL,S2D1,RNWSPVNPLXX,1,2027,6.0353239
GLOBAL,S2D1,RNWSPVNPLXX,1,2028,6.0353239
GLOBAL,S2D1,RNWSPVNPLXX,1,2029,6.0353239
GLOBAL,S2D1,RNWSPVNPLXX,1,2030,6.0353239
GLOBAL,S2D1,RNWSPVNPLXX,1,2031,6.0353239
GLOBAL,S2D1,RNWSPVNPLXX,1,2032,6.0353239
GLOBAL,S2D1,RNWSPVNPLXX,1,2033,6.0353239
GLOBAL,S2D1,RNWSPVNPLXX,1,2034,6.0353239
GLOBAL,S2D1,RNWSPVNPLXX,1,2035,6.0353239
GLOBAL,S2D1,RNWSPVNPLXX,1,2036,6.0353239
GLOBAL,S2D1,RNWSPVNPLXX,1,2037,11.442423
GLOBAL,S2D1,RNWSPVNPLXX,1,2038,12.052889
GLOBAL,S2D1,RNWSPVNPLXX,1,2039,12.663278
GLOBAL,S2D1,RNWSPVNPLXX,1,2040,13.485389
GLOBAL,S2D1,RNWSPVNPLXX,1,2041,14.04463
GLOBAL,S2D1,RNWSPVNPLXX,1,2042,14.709694
GLOBAL,S2D1,RNWSPVNPLXX,1,2043,15.374758
GLOBAL,S2D1,RNWSPVNPLXX,1,2044,16.039821
GLOBAL,S2D1,RNWSPVNPLXX,1,2045,16.704885
GLOBAL,S2D1,RNWSPVNPLXX,1,2046,17.441263
GLOBAL,S2D1,RNWSPVNPLXX,1,2047,18.177718
GLOBAL,S2D1,RNWSPVNPLXX,1,2048,18.914096
GLOBAL,S2D1,RNWSPVNPLXX,1,2049,19.650551
GLOBAL,S2D1,RNWSPVNPLXX,1,2050,20.387005
GLOBAL,S2D1,RNWSPVNPLXX,1,2051,21.313862
GLOBAL,S2D1,RNWSPVNPLXX,1,2052,22.240718
GLOBAL,S2D1,RNWSPVNPLXX,1,2053,23.167574
GLOBAL,S2D1,RNWSPVNPLXX,1,2054,24.094507
GLOBAL,S2D1,RNWSPVNPLXX,1,2055,25.021364
GLOBAL,S2D1,RNWSPVNPLXX,1,2056,26.048827
GLOBAL,S2D1,RNWSPVNPLXX,1,2057,27.076367
GLOBAL,S2D1,RNWSPVNPLXX,1,2058,28.10383
GLOBAL,S2D1,RNWSPVNPLXX,1,2059,29.13137
GLOBAL,S2D1,RNWSPVNPLXX,1,2060,30.158833
GLOBAL,S2D1,RNWSPVNPLXX,1,2061,31.286443
GLOBAL,S2D1,RNWSPVNPLXX,1,2062,32.414053
GLOBAL,S2D1,RNWSPVNPLXX,1,2063,33.541663
GLOBAL,S2D1,RNWSPVNPLXX,1,2064,34.66935
GLOBAL,S2D1,RNWSPVNPLXX,1,2065,35.79696
GLOBAL,S2D1,RNWSPVNPLXX,1,2066,37.031005
GLOBAL,S2D1,RNWSPVNPLXX,1,2067,38.26505
GLOBAL,S2D1,RNWSPVNPLXX,1,2068,39.499094
GLOBAL,S2D1,RNWSPVNPLXX,1,2069,40.733216
GLOBAL,S2D1,RNWSPVNPLXX,1,2070,41.967261
GLOBAL,S2D2,RNWSPVNPLXX,1,2020,0.008042454
GLOBAL,S2D2,RNWSPVNPLXX,1,2021,0.0091034291
GLOBAL,S2D2,RNWSPVNPLXX,1,2022,0.010164404
GLOBAL,S2D2,RNWSPVNPLXX,1,2023,0.011225379
GLOBAL,S2D2,RNWSPVNPLXX,1,2024,0.012286354
GLOBAL,S2D2,RNWSPVNPLXX,1,2025,0.01334733
GLOBAL,S2D2,RNWSPVNPLXX,1,2026,0.014965108
GLOBAL,S2D2,RNWSPVNPLXX,1,2027,0.017693708
GLOBAL,S2D2,RNWSPVNPLXX,1,2028,0.017693708
GLOBAL,S2D2,RNWSPVNPLXX,1,2029,0.017693708
GLOBAL,S2D2,RNWSPVNPLXX,1,2030,0.017693708
GLOBAL,S2D2,RNWSPVNPLXX,1,2031,0.017693708
GLOBAL,S2D2,RNWSPVNPLXX,1,2032,0.017693708
GLOBAL,S2D2,RNWSPVNPLXX,1,2033,0.017693708
GLOBAL,S2D2,RNWSPVNPLXX,1,2034,0.017693708
GLOBAL,S2D2,RNWSPVNPLXX,1,2035,0.017693708
GLOBAL,S2D2,RNWSPVNPLXX,1,2036,0.017693708
GLOBAL,S2D2,RNWSPVNPLXX,1,2037,0.033545655
GLOBAL,S2D2,RNWSPVNPLXX,1,2038,0.035335353
GLOBAL,S2D2,RNWSPVNPLXX,1,2039,0.037124827
GLOBAL,S2D2,RNWSPVNPLXX,1,2040,0.039535
GLOBAL,S2D2,RNWSPVNPLXX,1,2041,0.041174524
GLOBAL,S2D2,RNWSPVNPLXX,1,2042,0.043124286
GLOBAL,S2D2,RNWSPVNPLXX,1,2043,0.045074048
GLOBAL,S2D2,RNWSPVNPLXX,1,2044,0.047023809
GLOBAL,S2D2,RNWSPVNPLXX,1,2045,0.048973571
GLOBAL,S2D2,RNWSPVNPLXX,1,2046,0.051132404
GLOBAL,S2D2,RNWSPVNPLXX,1,2047,0.053291463
GLOBAL,S2D2,RNWSPVNPLXX,1,2048,0.055450296
GLOBAL,S2D2,RNWSPVNPLXX,1,2049,0.057609354
GLOBAL,S2D2,RNWSPVNPLXX,1,2050,0.059768412
GLOBAL,S2D2,RNWSPVNPLXX,1,2051,0.062485669
GLOBAL,S2D2,RNWSPVNPLXX,1,2052,0.065202926
GLOBAL,S2D2,RNWSPVNPLXX,1,2053,0.067920183
GLOBAL,S2D2,RNWSPVNPLXX,1,2054,0.070637665
GLOBAL,S2D2,RNWSPVNPLXX,1,2055,0.073354922
GLOBAL,S2D2,RNWSPVNPLXX,1,2056,0.076367127
GLOBAL,S2D2,RNWSPVNPLXX,1,2057,0.079379557
GLOBAL,S2D2,RNWSPVNPLXX,1,2058,0.082391762
GLOBAL,S2D2,RNWSPVNPLXX,1,2059,0.085404192
GLOBAL,S2D2,RNWSPVNPLXX,1,2060,0.088416398
GLOBAL,S2D2,RNWSPVNPLXX,1,2061,0.091722203
GLOBAL,S2D2,RNWSPVNPLXX,1,2062,0.095028007
GLOBAL,S2D2,RNWSPVNPLXX,1,2063,0.098333812
GLOBAL,S2D2,RNWSPVNPLXX,1,2064,0.10163984
GLOBAL,S2D2,RNWSPVNPLXX,1,2065,0.10494565
GLOBAL,S2D2,RNWSPVNPLXX,1,2066,0.10856349
GLOBAL,S2D2,RNWSPVNPLXX,1,2067,0.11218132
GLOBAL,S2D2,RNWSPVNPLXX,1,2068,0.11579916
GLOBAL,S2D2,RNWSPVNPLXX,1,2069,0.11941723
GLOBAL,S2D2,RNWSPVNPLXX,1,2070,0.12303506
GLOBAL,S3D1,RNWSPVNPLXX,1,2020,2.5140711
GLOBAL,S3D1,RNWSPVNPLXX,1,2021,2.8457319
GLOBAL,S3D1,RNWSPVNPLXX,1,2022,3.1773928
GLOBAL,S3D1,RNWSPVNPLXX,1,2023,3.5090536
GLOBAL,S3D1,RNWSPVNPLXX,1,2024,3.8407144
GLOBAL,S3D1,RNWSPVNPLXX,1,2025,4.1723752
GLOBAL,S3D1,RNWSPVNPLXX,1,2026,4.6780928
GLOBAL,S3D1,RNWSPVNPLXX,1,2027,5.5310532
GLOBAL,S3D1,RNWSPVNPLXX,1,2028,5.5310532
GLOBAL,S3D1,RNWSPVNPLXX,1,2029,5.5310532
GLOBAL,S3D1,RNWSPVNPLXX,1,2030,5.5310532
GLOBAL,S3D1,RNWSPVNPLXX,1,2031,5.5310532
GLOBAL,S3D1,RNWSPVNPLXX,1,2032,5.5310532
GLOBAL,S3D1,RNWSPVNPLXX,1,2033,5.5310532
GLOBAL,S3D1,RNWSPVNPLXX,1,2034,5.5310532
GLOBAL,S3D1,RNWSPVNPLXX,1,2035,5.5310532
GLOBAL,S3D1,RNWSPVNPLXX,1,2036,5.5310532
GLOBAL,S3D1,RNWSPVNPLXX,1,2037,10.486372
GLOBAL,S3D1,RNWSPVNPLXX,1,2038,11.045831
GLOBAL,S3D1,RNWSPVNPLXX,1,2039,11.605221
GLOBAL,S3D1,RNWSPVNPLXX,1,2040,12.358641
GLOBAL,S3D1,RNWSPVNPLXX,1,2041,12.871156
GLOBAL,S3D1,RNWSPVNPLXX,1,2042,13.480652
GLOBAL,S3D1,RNWSPVNPLXX,1,2043,14.090147
GLOBAL,S3D1,RNWSPVNPLXX,1,2044,14.699643
GLOBAL,S3D1,RNWSPVNPLXX,1,2045,15.309138
GLOBAL,S3D1,RNWSPVNPLXX,1,2046,15.98399
GLOBAL,S3D1,RNWSPVNPLXX,1,2047,16.658911
GLOBAL,S3D1,RNWSPVNPLXX,1,2048,17.333762
GLOBAL,S3D1,RNWSPVNPLXX,1,2049,18.008684
GLOBAL,S3D1,RNWSPVNPLXX,1,2050,18.683606
GLOBAL,S3D1,RNWSPVNPLXX,1,2051,19.53302
GLOBAL,S3D1,RNWSPVNPLXX,1,2052,20.382435
GLOBAL,S3D1,RNWSPVNPLXX,1,2053,21.231849
GLOBAL,S3D1,RNWSPVNPLXX,1,2054,22.081334
GLOBAL,S3D1,RNWSPVNPLXX,1,2055,22.930748
GLOBAL,S3D1,RNWSPVNPLXX,1,2056,23.872364
GLOBAL,S3D1,RNWSPVNPLXX,1,2057,24.81405
GLOBAL,S3D1,RNWSPVNPLXX,1,2058,25.755665
GLOBAL,S3D1,RNWSPVNPLXX,1,2059,26.697351
GLOBAL,S3D1,RNWSPVNPLXX,1,2060,27.638966
GLOBAL,S3D1,RNWSPVNPLXX,1,2061,28.672361
GLOBAL,S3D1,RNWSPVNPLXX,1,2062,29.705755
GLOBAL,S3D1,RNWSPVNPLXX,1,2063,30.73915
GLOBAL,S3D1,RNWSPVNPLXX,1,2064,31.772615
GLOBAL,S3D1,RNWSPVNPLXX,1,2065,32.806009
GLOBAL,S3D1,RNWSPVNPLXX,1,2066,33.936946
GLOBAL,S3D1,RNWSPVNPLXX,1,2067,35.067882
GLOBAL,S3D1,RNWSPVNPLXX,1,2068,36.198818
GLOBAL,S3D1,RNWSPVNPLXX,1,2069,37.329825
GLOBAL,S3D1,RNWSPVNPLXX,1,2070,38.460761
GLOBAL,S3D2,RNWSPVNPLXX,1,2020,0.011259436
GLOBAL,S3D2,RNWSPVNPLXX,1,2021,0.012744801
GLOBAL,S3D2,RNWSPVNPLXX,1,2022,0.014230166
GLOBAL,S3D2,RNWSPVNPLXX,1,2023,0.015715531
GLOBAL,S3D2,RNWSPVNPLXX,1,2024,0.017200896
GLOBAL,S3D2,RNWSPVNPLXX,1,2025,0.018686261
GLOBAL,S3D2,RNWSPVNPLXX,1,2026,0.020951151
GLOBAL,S3D2,RNWSPVNPLXX,1,2027,0.024771192
GLOBAL,S3D2,RNWSPVNPLXX,1,2028,0.024771192
GLOBAL,S3D2,RNWSPVNPLXX,1,2029,0.024771192
GLOBAL,S3D2,RNWSPVNPLXX,1,2030,0.024771192
GLOBAL,S3D2,RNWSPVNPLXX,1,2031,0.024771192
GLOBAL,S3D2,RNWSPVNPLXX,1,2032,0.024771192
GLOBAL,S3D2,RNWSPVNPLXX,1,2033,0.024771192
GLOBAL,S3D2,RNWSPVNPLXX,1,2034,0.024771192
GLOBAL,S3D2,RNWSPVNPLXX,1,2035,0.024771192
GLOBAL,S3D2,RNWSPVNPLXX,1,2036,0.024771192
GLOBAL,S3D2,RNWSPVNPLXX,1,2037,0.046963917
GLOBAL,S3D2,RNWSPVNPLXX,1,2038,0.049469495
GLOBAL,S3D2,RNWSPVNPLXX,1,2039,0.051974758
GLOBAL,S3D2,RNWSPVNPLXX,1,2040,0.055349
GLOBAL,S3D2,RNWSPVNPLXX,1,2041,0.057644334
GLOBAL,S3D2,RNWSPVNPLXX,1,2042,0.060374
GLOBAL,S3D2,RNWSPVNPLXX,1,2043,0.063103667
GLOBAL,S3D2,RNWSPVNPLXX,1,2044,0.065833333
GLOBAL,S3D2,RNWSPVNPLXX,1,2045,0.068563
GLOBAL,S3D2,RNWSPVNPLXX,1,2046,0.071585366
GLOBAL,S3D2,RNWSPVNPLXX,1,2047,0.074608048
GLOBAL,S3D2,RNWSPVNPLXX,1,2048,0.077630414
GLOBAL,S3D2,RNWSPVNPLXX,1,2049,0.080653096
GLOBAL,S3D2,RNWSPVNPLXX,1,2050,0.083675777
GLOBAL,S3D2,RNWSPVNPLXX,1,2051,0.087479937
GLOBAL,S3D2,RNWSPVNPLXX,1,2052,0.091284096
GLOBAL,S3D2,RNWSPVNPLXX,1,2053,0.095088256
GLOBAL,S3D2,RNWSPVNPLXX,1,2054,0.09889273
GLOBAL,S3D2,RNWSPVNPLXX,1,2055,0.10269689
GLOBAL,S3D2,RNWSPVNPLXX,1,2056,0.10691398
GLOBAL,S3D2,RNWSPVNPLXX,1,2057,0.11113138
GLOBAL,S3D2,RNWSPVNPLXX,1,2058,0.11534847
GLOBAL,S3D2,RNWSPVNPLXX,1,2059,0.11956587
GLOBAL,S3D2,RNWSPVNPLXX,1,2060,0.12378296
GLOBAL,S3D2,RNWSPVNPLXX,1,2061,0.12841108
GLOBAL,S3D2,RNWSPVNPLXX,1,2062,0.13303921
GLOBAL,S3D2,RNWSPVNPLXX,1,2063,0.13766734
GLOBAL,S3D2,RNWSPVNPLXX,1,2064,0.14229578
GLOBAL,S3D2,RNWSPVNPLXX,1,2065,0.14692391
GLOBAL,S3D2,RNWSPVNPLXX,1,2066,0.15198888
GLOBAL,S3D2,RNWSPVNPLXX,1,2067,0.15705385
GLOBAL,S3D2,RNWSPVNPLXX,1,2068,0.16211883
GLOBAL,S3D2,RNWSPVNPLXX,1,2069,0.16718412
GLOBAL,S3D2,RNWSPVNPLXX,1,2070,0.17224909
GLOBAL,S4D1,RNWSPVNPLXX,1,2020,2.5848447
GLOBAL,S4D1,RNWSPVNPLXX,1,2021,2.9258421
GLOBAL,S4D1,RNWSPVNPLXX,1,2022,3.2668395
GLOBAL,S4D1,RNWSPVNPLXX,1,2023,3.6078369
GLOBAL,S4D1,RNWSPVNPLXX,1,2024,3.9488343
GLOBAL,S4D1,RNWSPVNPLXX,1,2025,4.2898317
GLOBAL,S4D1,RNWSPVNPLXX,1,2026,4.8097857
GLOBAL,S4D1,RNWSPVNPLXX,1,2027,5.6867579
GLOBAL,S4D1,RNWSPVNPLXX,1,2028,5.6867579
GLOBAL,S4D1,RNWSPVNPLXX,1,2029,5.6867579
GLOBAL,S4D1,RNWSPVNPLXX,1,2030,5.6867579
GLOBAL,S4D1,RNWSPVNPLXX,1,2031,5.6867579
GLOBAL,S4D1,RNWSPVNPLXX,1,2032,5.6867579
GLOBAL,S4D1,RNWSPVNPLXX,1,2033,5.6867579
GLOBAL,S4D1,RNWSPVNPLXX,1,2034,5.6867579
GLOBAL,S4D1,RNWSPVNPLXX,1,2035,5.6867579
GLOBAL,S4D1,RNWSPVNPLXX,1,2036,5.6867579
GLOBAL,S4D1,RNWSPVNPLXX,1,2037,10.781574
GLOBAL,S4D1,RNWSPVNPLXX,1,2038,11.356783
GLOBAL,S4D1,RNWSPVNPLXX,1,2039,11.931919
GLOBAL,S4D1,RNWSPVNPLXX,1,2040,12.706549
GLOBAL,S4D1,RNWSPVNPLXX,1,2041,13.233492
GLOBAL,S4D1,RNWSPVNPLXX,1,2042,13.860146
GLOBAL,S4D1,RNWSPVNPLXX,1,2043,14.486799
GLOBAL,S4D1,RNWSPVNPLXX,1,2044,15.113452
GLOBAL,S4D1,RNWSPVNPLXX,1,2045,15.740106
GLOBAL,S4D1,RNWSPVNPLXX,1,2046,16.433955
GLOBAL,S4D1,RNWSPVNPLXX,1,2047,17.127876
GLOBAL,S4D1,RNWSPVNPLXX,1,2048,17.821725
GLOBAL,S4D1,RNWSPVNPLXX,1,2049,18.515646
GLOBAL,S4D1,RNWSPVNPLXX,1,2050,19.209568
GLOBAL,S4D1,RNWSPVNPLXX,1,2051,20.082894
GLOBAL,S4D1,RNWSPVNPLXX,1,2052,20.95622
GLOBAL,S4D1,RNWSPVNPLXX,1,2053,21.829547
GLOBAL,S4D1,RNWSPVNPLXX,1,2054,22.702945
GLOBAL,S4D1,RNWSPVNPLXX,1,2055,23.576272
GLOBAL,S4D1,RNWSPVNPLXX,1,2056,24.544395
GLOBAL,S4D1,RNWSPVNPLXX,1,2057,25.51259
GLOBAL,S4D1,RNWSPVNPLXX,1,2058,26.480712
GLOBAL,S4D1,RNWSPVNPLXX,1,2059,27.448907
GLOBAL,S4D1,RNWSPVNPLXX,1,2060,28.41703
GLOBAL,S4D1,RNWSPVNPLXX,1,2061,29.479516
GLOBAL,S4D1,RNWSPVNPLXX,1,2062,30.542002
GLOBAL,S4D1,RNWSPVNPLXX,1,2063,31.604487
GLOBAL,S4D1,RNWSPVNPLXX,1,2064,32.667045
GLOBAL,S4D1,RNWSPVNPLXX,1,2065,33.729531
GLOBAL,S4D1,RNWSPVNPLXX,1,2066,34.892304
GLOBAL,S4D1,RNWSPVNPLXX,1,2067,36.055078
GLOBAL,S4D1,RNWSPVNPLXX,1,2068,37.217851
GLOBAL,S4D1,RNWSPVNPLXX,1,2069,38.380697
GLOBAL,S4D1,RNWSPVNPLXX,1,2070,39.54347
GLOBAL,S4D2,RNWSPVNPLXX,1,2020,0.0024127362
GLOBAL,S4D2,RNWSPVNPLXX,1,2021,0.0027310287
GLOBAL,S4D2,RNWSPVNPLXX,1,2022,0.0030493213
GLOBAL,S4D2,RNWSPVNPLXX,1,2023,0.0033676138
GLOBAL,S4D2,RNWSPVNPLXX,1,2024,0.0036859063
GLOBAL,S4D2,RNWSPVNPLXX,1,2025,0.0040041989
GLOBAL,S4D2,RNWSPVNPLXX,1,2026,0.0044895324
GLOBAL,S4D2,RNWSPVNPLXX,1,2027,0.0053081125
GLOBAL,S4D2,RNWSPVNPLXX,1,2028,0.0053081125
GLOBAL,S4D2,RNWSPVNPLXX,1,2029,0.0053081125
GLOBAL,S4D2,RNWSPVNPLXX,1,2030,0.0053081125
GLOBAL,S4D2,RNWSPVNPLXX,1,2031,0.0053081125
GLOBAL,S4D2,RNWSPVNPLXX,1,2032,0.0053081125
GLOBAL,S4D2,RNWSPVNPLXX,1,2033,0.0053081125
GLOBAL,S4D2,RNWSPVNPLXX,1,2034,0.0053081125
GLOBAL,S4D2,RNWSPVNPLXX,1,2035,0.0053081125
GLOBAL,S4D2,RNWSPVNPLXX,1,2036,0.0053081125
GLOBAL,S4D2,RNWSPVNPLXX,1,2037,0.010063697
GLOBAL,S4D2,RNWSPVNPLXX,1,2038,0.010600606
GLOBAL,S4D2,RNWSPVNPLXX,1,2039,0.011137448
GLOBAL,S4D2,RNWSPVNPLXX,1,2040,0.0118605
GLOBAL,S4D2,RNWSPVNPLXX,1,2041,0.012352357
GLOBAL,S4D2,RNWSPVNPLXX,1,2042,0.012937286
GLOBAL,S4D2,RNWSPVNPLXX,1,2043,0.013522214
GLOBAL,S4D2,RNWSPVNPLXX,1,2044,0.014107143
GLOBAL,S4D2,RNWSPVNPLXX,1,2045,0.014692071
GLOBAL,S4D2,RNWSPVNPLXX,1,2046,0.015339721
GLOBAL,S4D2,RNWSPVNPLXX,1,2047,0.015987439
GLOBAL,S4D2,RNWSPVNPLXX,1,2048,0.016635089
GLOBAL,S4D2,RNWSPVNPLXX,1,2049,0.017282806
GLOBAL,S4D2,RNWSPVNPLXX,1,2050,0.017930524
GLOBAL,S4D2,RNWSPVNPLXX,1,2051,0.018745701
GLOBAL,S4D2,RNWSPVNPLXX,1,2052,0.019560878
GLOBAL,S4D2,RNWSPVNPLXX,1,2053,0.020376055
GLOBAL,S4D2,RNWSPVNPLXX,1,2054,0.021191299
GLOBAL,S4D2,RNWSPVNPLXX,1,2055,0.022006476
GLOBAL,S4D2,RNWSPVNPLXX,1,2056,0.022910138
GLOBAL,S4D2,RNWSPVNPLXX,1,2057,0.023813867
GLOBAL,S4D2,RNWSPVNPLXX,1,2058,0.024717529
GLOBAL,S4D2,RNWSPVNPLXX,1,2059,0.025621258
GLOBAL,S4D2,RNWSPVNPLXX,1,2060,0.026524919
GLOBAL,S4D2,RNWSPVNPLXX,1,2061,0.027516661
GLOBAL,S4D2,RNWSPVNPLXX,1,2062,0.028508402
GLOBAL,S4D2,RNWSPVNPLXX,1,2063,0.029500144
GLOBAL,S4D2,RNWSPVNPLXX,1,2064,0.030491953
GLOBAL,S4D2,RNWSPVNPLXX,1,2065,0.031483694
GLOBAL,S4D2,RNWSPVNPLXX,1,2066,0.032569046
GLOBAL,S4D2,RNWSPVNPLXX,1,2067,0.033654397
GLOBAL,S4D2,RNWSPVNPLXX,1,2068,0.034739749
GLOBAL,S4D2,RNWSPVNPLXX,1,2069,0.035825168
GLOBAL,S4D2,RNWSPVNPLXX,1,2070,0.036910519
GLOBAL,S1D1,RNWWOFNPLXX,1,2020,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2021,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2022,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2023,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2024,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2025,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2026,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2027,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2028,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2029,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2030,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2031,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2032,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2033,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2034,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2035,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2036,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2037,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2038,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2039,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2040,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2041,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2042,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2043,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2044,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2045,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2046,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2047,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2048,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2049,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2050,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2051,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2052,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2053,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2054,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2055,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2056,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2057,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2058,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2059,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2060,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2061,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2062,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2063,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2064,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2065,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2066,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2067,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2068,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2069,0.0063072
GLOBAL,S1D1,RNWWOFNPLXX,1,2070,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2020,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2021,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2022,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2023,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2024,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2025,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2026,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2027,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2028,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2029,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2030,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2031,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2032,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2033,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2034,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2035,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2036,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2037,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2038,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2039,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2040,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2041,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2042,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2043,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2044,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2045,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2046,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2047,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2048,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2049,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2050,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2051,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2052,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2053,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2054,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2055,0.0063072
GLOBAL,S1D2,RNWWOFNPLXX,1,2056,0.0063072
